To learn about increasing the verbosity of the NGen log files please see http://go.microsoft.com/fwlink/?linkid=210113
06/29/2018 19:26:06.262 [1860]: 1>    Compiling assembly Microsoft.ServiceModel.DomainServices.Tools.resources, Version=4.0.0.00000, Culture=fr, PublicKeyToken=31BF3856AD364E35 (CLR v4.0.30319) ...
06/29/2018 19:27:08.466 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000161 - Microsoft.Msagl.Core.Layout.Edge.set_SourcePort.
06/29/2018 19:27:08.466 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000162 - Microsoft.Msagl.Core.Layout.Edge.set_TargetPort.
06/29/2018 19:27:08.482 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000163 - Microsoft.Msagl.Core.Layout.GeometryGraph.get_Edges.
06/29/2018 19:27:08.482 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000169 - Microsoft.Msagl.Core.Layout.Label..ctor.
06/29/2018 19:27:08.482 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa00016b - Microsoft.Msagl.Core.Layout.Label.set_PlacementOffset.
06/29/2018 19:27:08.482 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa00016d - Microsoft.Msagl.Core.Layout.Label.set_Side.
06/29/2018 19:27:08.482 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa00016e - Microsoft.Msagl.Core.Layout.Label.set_PlacementStrategyPriority.
06/29/2018 19:27:08.482 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa00016f - Microsoft.Msagl.Core.Layout.Edge.get_Labels.
06/29/2018 19:27:08.482 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000172 - Microsoft.Msagl.Core.Layout.HookUpAnywhereFromInsidePort..ctor.
06/29/2018 19:27:08.498 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000173 - Microsoft.Msagl.Core.Layout.HookUpAnywhereFromInsidePort.get_HookSize.
06/29/2018 19:27:08.498 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000174 - Microsoft.Msagl.Core.Layout.HookUpAnywhereFromInsidePort.set_HookSize.
06/29/2018 19:27:08.498 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000177 - Microsoft.Msagl.Core.Layout.RelativeFloatingPort..ctor.
06/29/2018 19:27:08.498 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa00017e - Microsoft.Msagl.Core.Layout.Node.get_Width.
06/29/2018 19:27:08.498 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa00017f - Microsoft.Msagl.Core.Layout.Node.get_Height.
06/29/2018 19:27:08.498 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000182 - Microsoft.Msagl.Core.Layout.MultiLocationFloatingPort..ctor.
06/29/2018 19:27:08.498 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000183 - Microsoft.Msagl.Core.Layout.Cluster..ctor.
06/29/2018 19:27:08.498 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000187 - Microsoft.Msagl.Core.Layout.Cluster.AddChild.
06/29/2018 19:27:08.498 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000188 - Microsoft.Msagl.Layout.Incremental.FastIncrementalLayoutSettings.get_ApplyForces.
06/29/2018 19:27:08.513 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000189 - Microsoft.Msagl.Core.Layout.Cluster.set_RectangularBoundary.
06/29/2018 19:27:08.513 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa00018a - Microsoft.Msagl.Core.Layout.Node.set_BoundaryCurve.
06/29/2018 19:27:08.513 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa00018b - Microsoft.Msagl.Core.Layout.Cluster.get_IsInInitialLayoutState.
06/29/2018 19:27:08.513 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa00018e - Microsoft.Msagl.Core.Geometry.RectangularClusterBoundary.get_DefaultLeftMargin.
06/29/2018 19:27:08.513 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000190 - Microsoft.Msagl.Core.Geometry.RectangularClusterBoundary.get_DefaultBottomMargin.
06/29/2018 19:27:08.513 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000192 - Microsoft.Msagl.Core.Geometry.RectangularClusterBoundary.get_DefaultRightMargin.
06/29/2018 19:27:08.513 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000194 - Microsoft.Msagl.Core.Geometry.RectangularClusterBoundary.get_DefaultTopMargin.
06/29/2018 19:27:08.513 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000195 - Microsoft.Msagl.Core.Geometry.RectangularClusterBoundary.get_MinWidth.
06/29/2018 19:27:08.513 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000196 - Microsoft.Msagl.Core.Geometry.RectangularClusterBoundary.get_MinHeight.
06/29/2018 19:27:08.529 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000197 - Microsoft.Msagl.Core.Layout.Cluster.SetInitialLayoutState.
06/29/2018 19:27:08.529 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000198 - Microsoft.Msagl.Core.Geometry.RectangularClusterBoundary.set_GenerateFixedConstraints.
06/29/2018 19:27:08.529 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000199 - Microsoft.Msagl.Core.Geometry.Rectangle.Add.
06/29/2018 19:27:08.529 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa00019b - Microsoft.Msagl.Core.Layout.LayoutAlgorithmSettings.get_ClusterMargin.
06/29/2018 19:27:08.529 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa00019c - Microsoft.Msagl.Core.Geometry.Rectangle.Pad.
06/29/2018 19:27:08.529 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa00019d - Microsoft.Msagl.Core.Geometry.RectangularClusterBoundary.get_LeftMargin.
06/29/2018 19:27:08.529 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa00019e - Microsoft.Msagl.Core.Geometry.RectangularClusterBoundary.get_BottomMargin.
06/29/2018 19:27:08.529 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa00019f - Microsoft.Msagl.Core.Geometry.RectangularClusterBoundary.get_RightMargin.
06/29/2018 19:27:08.529 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa0001a0 - Microsoft.Msagl.Core.Geometry.RectangularClusterBoundary.get_TopMargin.
06/29/2018 19:27:08.544 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa0001a1 - Microsoft.Msagl.Core.Geometry.Rectangle.Pad.
06/29/2018 19:27:08.544 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa0001a3 - Microsoft.Msagl.Core.Geometry.BorderInfo..ctor.
06/29/2018 19:27:08.544 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa0001a4 - Microsoft.Msagl.Core.Geometry.BorderInfo.get_DefaultFreeWeight.
06/29/2018 19:27:08.544 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa0001a5 - Microsoft.Msagl.Core.Geometry.BorderInfo.get_NoFixedPosition.
06/29/2018 19:27:08.544 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa0001a8 - Microsoft.Msagl.Core.Geometry.RectangularClusterBoundary..ctor.
06/29/2018 19:27:08.544 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa0001a9 - Microsoft.Msagl.Core.Geometry.RectangularClusterBoundary.set_LeftBorderInfo.
06/29/2018 19:27:08.544 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa0001aa - Microsoft.Msagl.Core.Geometry.RectangularClusterBoundary.set_RightBorderInfo.
06/29/2018 19:27:08.544 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa0001ab - Microsoft.Msagl.Core.Geometry.RectangularClusterBoundary.set_TopBorderInfo.
06/29/2018 19:27:08.560 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa0001ac - Microsoft.Msagl.Core.Geometry.RectangularClusterBoundary.set_BottomBorderInfo.
06/29/2018 19:27:08.560 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa0001ad - Microsoft.Msagl.Core.Geometry.RectangularClusterBoundary.set_MinWidth.
06/29/2018 19:27:08.560 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa0001ae - Microsoft.Msagl.Core.Geometry.RectangularClusterBoundary.set_MinHeight.
06/29/2018 19:27:08.560 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa0001af - Microsoft.Msagl.Core.Geometry.RectangularClusterBoundary.set_GenerateFixedConstraintsDefault.
